Sensor_001,Sensor_002,Sensor_003,Sensor_004,Sensor_005,Sensor_006,Sensor_007,Sensor_008,Sensor_009,Sensor_010,Sensor_011,Sensor_012,Sensor_013,Sensor_014,Sensor_015,Sensor_016,Sensor_017,Sensor_018,Sensor_019,Sensor_020,Sensor_021,Sensor_022,Sensor_023,Sensor_024,Sensor_025,Sensor_026,Sensor_027,Sensor_028,Sensor_029,Sensor_030,Sensor_031,Sensor_032,Sensor_033,Sensor_034,Sensor_035,Sensor_036,Sensor_037,Sensor_038,Sensor_039,Sensor_040,Sensor_041,Sensor_042,Sensor_043,Sensor_044,Sensor_045,Sensor_046,Sensor_047,Sensor_048,Sensor_049,Sensor_050,Sensor_051,Sensor_052,Sensor_053,Sensor_054,Sensor_055,Sensor_056,Sensor_057,Sensor_058,Sensor_059,Sensor_060,Sensor_061,Sensor_062,Sensor_063,Sensor_064,Sensor_065,Sensor_066,Sensor_067,Sensor_068,Sensor_069,Sensor_070,Sensor_071,Sensor_072,Sensor_073,Sensor_074,Sensor_075,Sensor_076,Sensor_077,Sensor_078,Sensor_079,Sensor_080,Sensor_081,Sensor_082,Sensor_083,Sensor_084,Sensor_085,Sensor_086,Sensor_087,Sensor_088,Sensor_089,Sensor_090,Sensor_091,Sensor_092,Sensor_093,Sensor_094,Sensor_095,Sensor_096,Sensor_097,Sensor_098,Sensor_099,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,Sensor_128,Sensor_129,Sensor_130,Sensor_131,Sensor_132,Sensor_133,Sensor_134,Sensor_135,Sensor_136,Sensor_137,Sensor_138,Sensor_139,Sensor_140,Sensor_141,Sensor_142,Sensor_143,Sensor_144,Sensor_145,Sensor_146,Sensor_147,Sensor_148,Sensor_149,Sensor_150,Sensor_151,Sensor_152,Sensor_153,Sensor_154,Sensor_155,Sensor_156,Sensor_157,Sensor_158,Sensor_159,Sensor_160,Sensor_161,Sensor_162,Sensor_163,Sensor_164,Sensor_165,Sensor_166,Sensor_167,Sensor_168,Sensor_169,Sensor_170
480534,0,1112,198,0,0,0,0,0,666448,5286526,2670242,88770,2584,0,0,16640912,0,46,0,1048802,1476254,30013246,27989900,7584806,1795388,0,0,0,0,762,124,0,0,0,0,0,0,13370,6560216,2140984,0,25202,4464,4834,6408,13868,7471980,920906,266908,0,0,3362098,1700898,1035784,706736,491786,396094,279734,195518,239662,306260,38659080,9058,590,43312,204,16640912,384238,4435850,3136042,296320,233940,239060,228060,200560,230060,207780,299180,250900,480534.17,38659080,38659080,9750844,33993,7164,36678,1055600,8728940,1209600,313256,62,154,0,28268232.96,0,5166640.32,280,3544,0,11188,1147236,1630430,1886280,1452276,1529332,856986,181506,19336,1678,1682,38659080,0,26540,4274,9176,671378,476220,3800748,3699756,26470,8,0,610,284,7003728,3111630,6,1310,0,0,7234654,15562,2980,0,0,0,0,0,0,0,0,202568,17016,4620,6030050,800806,92340,72902,25540,26234,9727266,25632,0,0,1534170,12838.64,8314,1631304,1740646,1095546,453972,896054,434130,542944,1885342,34632,0,0,0
76666,na,158,154,0,0,0,0,0,0,26112,1210758,3390968,598750,12342,0,2087202,0,0,0,782,1448,4724912,4172092,708702,462854,0,0,0,0,360,98,0,0,0,0,0,93800,1703002,2846368,595760,0,3062,738,1502,60584,3549264,1622820,960,0,0,0,1567358,1622170,660216,392770,267178,208946,213490,300180,6622,0,5435554,190,1402,384,16,2087202,53462,396060,309724,158660,137540,132940,192280,na,na,na,na,76580,76665.68,5435554,5435554,5431036,30606,222,53040,584460,5238930,1209600,145388,6,92,0,4658993.28,0,575239.68,0,0,0,0,16728,273024,2129840,2572062,220266,21580,5198,232,4,14,5435554,na,7706,1142,53780,329922,291454,3679434,841246,34082,164,0,290,228,4690860,82780,0,1316,0,16,4701446,3984,262,0,0,0,0,0,0,0,0,32192,77092,26884,0,0,121168,17102,21142680,2115136,0,0,0,0,2328250,1993.16,2452,609608,1044942,788072,466070,1004042,774278,365046,119604,67248,20,0,0
1456,na,130,118,0,0,0,0,0,0,90,46304,43720,1290,0,0,39376,0,0,0,0,0,86016,76274,18546,6352,0,0,0,0,234,74,0,0,0,0,0,0,46906,44498,0,0,178,32,54,78,7044,83858,160,0,0,0,33682,44834,9116,2806,764,136,54,12,0,0,104598,10,380,84,0,39376,978,10064,8384,na,na,na,na,na,na,na,na,18300,1456.81,104598,104598,107284,296,0,10196,104240,91404,1209600,2382,0,2,0,78807.36,0,12470.4,0,0,0,0,0,28044,50408,12410,342,182,18,0,0,10,104598,na,238,26,958,4886,2370,34864,45002,3020,40,0,222,210,79772,51014,0,2,0,0,80102,104,74,0,0,0,0,0,0,0,0,516,290,98,0,0,1492,322,1800,180,0,0,0,0,456840,131.16,78,13778,12274,4420,1566,4538,54826,2,0,0,0,0,0
39558,na,140,130,0,0,0,0,0,0,580,46288,1310798,1034110,44452,132,1051610,0,0,0,0,0,2075460,1715038,451758,320812,0,0,0,0,150,58,0,0,0,0,0,0,1311926,606934,517500,0,2786,1358,1826,449982,1769924,210444,40,0,0,0,807000,584044,242702,170726,132394,186794,312700,0,0,0,2527526,0,34,76,10,1051610,34330,199552,250374,197900,234020,na,na,na,na,na,na,15560,39558.95,2527526,2527526,2533870,15667,9272,7136,104040,2436360,1209600,65824,2,144,0,2054500.8,34.56,372836.16,0,0,0,0,0,630,306054,938750,999080,183200,7962,684,1190,1208,2527526,na,4018,430,162084,173622,115156,1579318,396080,5606,46,0,222,188,1964428,14234,0,10146,0,8,2070978,1434,530,0,0,0,102,0,0,0,0,18428,31652,14580,0,0,68712,13610,3548440,447568,0,0,0,0,0,785.38,842,394086,414244,190952,80148,202994,231718,254004,219560,437124,11530,0,0
368,0,18,16,0,0,0,0,0,0,12992,39316,16380,0,0,0,20078,0,0,0,3690,6212,54154,45008,39274,6584,0,0,0,0,18,48,0,0,0,0,0,0,0,288,68400,0,542,410,438,886,1968,15544,48900,0,0,0,52520,6880,2884,1604,1204,948,1046,612,328,662,97236,0,0,24,4,20078,962,22874,16158,na,na,na,na,na,na,na,na,38360,367.09,97236,97236,96530,171,0,9290,96220,68900,1209600,2684,2,18,0,29121.6,0,38715.84,10,84,0,0,10314,11956,31052,10236,4088,1022,20,0,14,20,97236,0,1308,50,360,7000,9308,24954,23646,2032,30,0,18,94,31798,68,0,20,0,0,31798,240,82,0,0,0,0,0,0,0,0,1042,130,34,0,0,2140,374,87760,8726,0,0,0,0,0,269.44,194,40500,13412,4320,1094,1362,1590,2004,4162,244,0,0,0
22,2,2130706434,2,0,0,0,0,0,0,176,3560,3684,0,0,0,2066,0,0,0,0,0,6102,3832,3956,1062,0,0,0,0,2,10,0,0,0,0,0,0,0,0,7420,0,74,36,204,1414,740,4166,786,0,0,0,4424,894,268,126,78,56,420,788,152,214,10082,0,2,0,0,2066,156,2006,1928,na,na,na,na,na,na,na,na,3880,22.76,10082,10082,12382,40,0,926,9900,7468,1209600,412,2,2,0,3059.52,0,2431.68,10,24,0,0,0,926,4032,930,1532,0,0,0,0,4,10082,0,1992,10,16,220,184,1534,2950,484,30,0,0,14,3754,50,0,8,0,0,3764,78,24,0,0,0,0,0,0,0,0,150,0,0,0,0,186,48,4720,464,0,0,0,0,0,0.9,1058,4552,2044,558,136,102,28,0,0,0,0,0,0
111604,na,na,na,na,na,0,0,374,397134,3403744,2603064,1071428,238116,15542,0,2778780,0,0,na,248100,417440,5747940,5152846,2093296,781230,na,0,0,0,na,na,0,0,0,0,20604,73408,293410,5211318,2130662,0,5006,1584,2458,3590,2429018,5287736,10,0,0,0,2068426,1392500,1204920,851890,580928,354784,247300,220518,175346,632790,8090024,na,na,na,na,2778780,110650,851636,1238368,357580,295360,299020,248680,294480,355300,0,0,228020,111603.72,8090024,8090024,na,41388,na,na,822960,na,1209600,na,na,na,na,5839832.64,33443.52,1852032,na,na,0,41270,899278,2732732,2726330,1150840,164912,11870,2114,56,na,na,8090024,na,6464,1298,1226390,695178,540732,4798296,448782,12262,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56714,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1944168,1012414,653318,276428,503092,380840,454266,2442886,61990,0,na,na
33304,na,0,na,0,0,0,0,0,0,32578,628878,888178,568058,374,0,1041620,0,0,0,800,1200,1874682,1661212,339264,180536,0,0,0,0,0,0,0,0,0,0,0,6452,436626,1336836,338152,0,2848,1366,2264,5812,943802,1161940,28,4,2,0,741424,395280,196758,145026,119892,130408,207330,158718,22478,752,2214986,124,366,282,96,1041620,26502,176724,160300,198000,1310700,1310700,1310700,1310700,1310700,1310700,1310700,137320,33303.65,2214986,2214986,na,14323,194432,97772,1001580,na,1209600,0,na,na,na,1935424.32,0,179238.72,na,na,0,0,2498,266740,796514,914406,124456,10562,2776,114,na,0,2214986,na,2614,300,81734,83350,276122,1596116,75954,1874,2,0,na,na,na,na,na,na,na,na,na,1192,170,0,0,0,0,0,0,0,0,13850,31000,5390,0,0,68710,9428,3512820,484946,0,0,0,0,32303620,na,na,188724,372662,332356,181964,438654,335772,141234,61000,64848,852,0,0
660,na,96,70,4,4,0,0,0,0,136,37082,12074,0,0,0,18338,0,148,0,0,0,54166,46124,37652,1434,0,0,0,0,20,150,0,0,0,0,0,0,0,4382,44910,0,248,94,126,150,1938,46736,0,0,0,0,19298,27034,1890,498,100,48,296,126,2,0,91906,20,28,332,0,18338,738,31606,5986,na,na,na,na,na,na,na,na,37000,659.84,91906,91906,90424,145,0,8722,91080,49292,1209600,1604,0,18,0,36625.92,375.36,11259.84,0,32,0,0,0,32998,14104,1558,584,48,0,0,4,8,91906,na,1256,50,64,1536,528,9472,33510,2824,52,0,78,228,38988,18188,0,0,0,0,39128,178,104,0,0,180,448,170,226,0,0,582,0,2,12764,2830,780,146,280,28,88648,34,0,0,0,166.84,148,13110,7746,3088,1776,4852,2410,3734,12576,0,0,0,0
102818,na,534,500,0,0,0,0,0,0,45106,2469764,3482934,966398,70478,8708,3108028,1460,0,0,0,0,6041810,4979384,1550156,930446,0,0,3198,0,1392,352,0,0,0,0,0,17704,4742770,701304,1581610,0,4298,3454,8702,321726,5360380,1344782,46,0,0,0,2365004,1845648,751324,607968,485896,382632,341772,259210,3934,0,7592864,114,128,856,18,3108028,104466,819456,719086,252620,225400,231700,254100,245740,270360,na,na,58420,102817.59,7592864,7592864,7561968,39046,6652,24876,322740,7043388,1209600,182532,2,234,0,6079683.84,0,958899.84,0,0,0,0,154,726992,3340974,2322356,612710,34604,5568,30,0,6,7592864,na,7362,976,6340,764776,360940,5308788,561142,32914,150,0,834,848,5803322,166898,0,20740,0,26,6157462,5756,994,0,0,0,0,0,0,0,0,54582,100780,19768,0,0,229060,33082,843320,111590,0,0,0,0,63103620,2293.28,2358,1026828,1294886,727690,478672,1213820,1495530,685260,103202,17302,198,0,0
157210,na,0,1484,0,0,0,0,0,0,36840,2596498,5364852,1323326,59248,1796,4031952,0,0,0,0,0,8649300,7641466,1850406,796650,0,0,0,0,0,0,0,0,0,0,0,90160,4639396,3379816,1273188,0,8532,5130,9278,347256,7079734,1932488,142,0,0,0,2802418,2191618,934448,798170,704832,635872,892376,422788,38,0,10502182,0,0,0,0,4031952,101442,1300438,543234,204160,202580,233160,174720,270580,185880,169700,206880,180860,157209.84,10502182,10502182,10487076,64426,0,67916,799620,9382560,1209600,0,2,208,0,8538745.92,0,835345.92,0,0,0,0,0,718260,3984724,3793422,811686,60784,12960,724,24,0,10502182,na,14892,1620,61992,553266,485246,6293920,1946222,25284,118,0,4280,510,3201340,26608,0,3274,0,28,8627854,0,0,0,0,0,0,0,0,0,0,59640,0,0,0,0,0,0,0,0,0,0,0,0,0,3302.96,4272,902876,1406948,1068792,569652,1334522,1454056,1486986,722092,436564,72,0,0
61882,na,184,128,0,0,0,0,0,0,5818,651786,2700212,728896,36158,0,1932454,0,0,0,0,0,3842184,3489178,419428,292356,0,0,0,0,364,86,0,0,0,0,0,253728,2370252,939516,559374,0,2238,1086,1648,42624,2940548,1127964,6762,0,0,0,1433004,789248,856356,704984,296804,41750,724,0,0,0,4262370,0,708,568,0,1932454,46642,224314,194084,104960,96280,156060,na,na,na,na,na,54340,61882.6,4262370,4262370,4291032,17846,17216,59396,624900,4122870,1209600,151234,0,130,0,3741695.04,0,377213.76,0,0,0,0,0,90682,1202958,1885454,858668,70100,13526,1482,190,204,4262370,na,5578,838,3966,324566,167600,2820874,785824,13622,2,0,272,250,3666274,100754,14,11034,0,0,3761228,2832,106,0,0,0,0,0,0,0,0,22294,49062,8708,0,0,116268,24976,257440,38688,0,0,0,0,2920770,1471.44,1676,405414,974068,666050,286576,524336,438190,349666,246542,217374,14654,0,0
6,na,10,8,0,0,0,0,0,0,12,0,3364,0,0,0,1206,0,0,0,0,0,4260,2932,5422,608,0,0,0,0,0,0,0,0,0,0,0,0,3376,0,0,0,40,6,8,10,392,2920,0,0,0,0,3106,198,48,14,8,0,2,0,0,0,9688,0,10,0,0,1206,72,3926,1490,na,na,na,na,na,na,na,na,5380,6.45,9688,9688,12760,5,0,930,9660,3376,1209600,264,0,0,0,1109.76,0,2248.32,0,0,0,0,0,0,2438,904,2,32,0,0,0,6,9688,na,38,6,8,24,302,1804,926,256,12,0,12,0,1608,40,0,8,0,38,1674,36,42,0,0,0,0,0,0,0,0,60,0,0,0,0,86,22,520,60,0,0,0,0,0,29.04,16,2362,866,132,12,4,0,0,0,0,0,0,0
43428,na,2130706436,364,0,0,0,0,0,0,1512,649584,1997660,192476,9728,3336,1168436,0,0,0,0,0,2503638,2069224,751278,362476,0,0,704,0,1446,422,0,0,0,0,0,83152,1142752,1216278,412114,0,2784,568,1152,5048,1249004,1575342,20398,0,0,0,1006320,462452,201306,153850,144554,160066,245622,479880,246,0,3255706,90,288,534,82,1168436,40918,407718,341112,324220,228540,na,na,na,na,na,na,191240,43427.32,3255706,3255706,3250904,22797,17770,78734,827800,2854296,1209600,106712,2,56,0,2520515.52,0,330456,0,426,0,0,0,84740,1303284,1360120,92010,10212,3590,340,0,16,3255706,na,5122,630,398620,155598,132016,1676822,459814,25512,162,0,558,1634,695350,66590,0,58228,0,74,2552532,2048,372,0,0,0,0,0,0,0,0,23876,46264,16392,0,0,56138,9522,18166280,2282632,0,0,0,0,3842750,1230.48,1350,350268,541638,409378,198592,416098,422404,257986,132502,124280,1150,0,0
34018,0,2130706432,512,0,0,0,0,91288,872748,1136086,244276,39486,8,0,0,735436,0,0,0,203524,313274,1841402,1930564,413976,76090,0,0,0,0,1420,1544,0,0,0,0,0,0,44812,1859774,479306,0,1480,864,1014,1738,47722,2324924,6150,0,0,0,954610,393514,301576,240530,160454,102710,70246,58136,38976,63140,2459024,1142,860,1560,2,735436,20584,111046,302020,191820,212540,na,na,na,na,na,na,7740,34017.2,2459024,2459024,2457914,16905,1672,3308,38120,2410584,1209600,42760,4,26,0,1779909.12,357893.76,270653.76,8,240,46378,94716,549238,678786,809632,174706,30164,272,0,0,174,188,2459024,0,1602,106,114814,344846,572590,1341050,8884,0,0,0,394,3622,1713586,577742,0,3560,0,0,1791840,1990,272,0,0,220,358074,0,0,0,0,15094,8824,2374,3525706,412952,38214,5178,11158000,1135614,2352826,10198,0,0,4206150,4.5,392,637288,216486,148330,108466,350588,638120,178930,104942,742,0,0,0
38680,na,0,na,0,0,0,0,0,0,842,242174,1501740,519406,2868,0,1054858,0,0,0,0,0,1994194,1733062,326540,237474,0,0,0,0,0,0,0,0,0,0,0,30134,1567138,416590,253168,0,1156,758,534,3892,1896894,363796,0,0,0,0,970754,552670,275232,158886,111712,178078,19698,0,0,0,2320990,0,64,28,114,1054858,36486,182356,142992,178680,na,na,na,na,na,na,na,144940,38680.22,2320990,2320990,2331994,11381,307998,109278,1108380,2267030,1209600,0,na,na,na,2078939.52,0,186756.48,0,0,0,0,0,12592,876694,1168562,194546,11038,3280,318,na,0,2320990,na,2246,302,50810,128818,54840,1618964,393644,17070,336,0,na,na,na,na,na,na,na,na,na,1200,106,0,0,0,0,0,0,0,0,16434,30054,6288,0,0,97886,22142,5078340,805498,0,0,0,0,37657210,655.48,676,202200,259146,195476,121026,497018,921472,66858,3688,146,0,0,0
34,0,34,22,0,0,0,0,0,4354,5870,2316,1068,0,0,0,3704,0,26,0,3126,8898,14960,15486,14878,332,0,0,0,0,68,74,0,0,0,0,0,0,0,1670,11938,0,1170,4,0,12,14,394,8332,1286,2396,0,11194,754,182,280,116,118,358,468,44,94,32994,0,6,0,0,3704,212,11350,3510,na,na,na,na,na,na,na,na,14720,33.12,32994,32994,34156,39,8,3198,32780,13660,1209600,612,0,12,0,4355.52,0,8185.92,0,24,0,4080,4226,2778,1468,510,546,0,0,0,0,18,32994,0,1180,16,24,1070,2668,2044,5864,710,32,0,na,na,na,na,na,na,na,na,na,114,116,0,0,0,0,0,0,0,0,260,0,0,166,120,140,48,2080,208,8874,40,0,0,0,120.28,60,9504,3108,252,110,240,156,116,122,0,0,0,0
46476,na,698,602,0,0,0,0,0,0,1106,265392,2122096,628298,57174,3220,1597322,0,0,0,0,0,2616734,2199058,600694,356188,0,0,1278,0,2632,742,0,0,0,0,0,58592,793474,1553824,671396,0,2240,1066,1806,191316,2449370,431462,26,0,0,0,972178,589172,300086,247888,220222,204668,228664,314378,30,0,3217940,108,212,118,10,1597322,51812,259928,338168,220320,215620,na,na,na,na,na,na,158880,46476.8,3217940,3217940,3214186,23438,5168,74914,792980,3077286,1209600,91826,0,126,0,2734591.68,0,340540.8,0,0,0,0,0,47080,854102,1811482,331526,27218,5552,326,12,20,3217940,na,4518,556,41590,201922,119996,2041608,645570,21388,138,0,988,2466,2712272,91616,54,12132,0,0,2751722,2948,472,0,0,0,0,0,0,0,0,30928,33348,6740,0,0,56112,14390,103440,25700,0,0,0,0,17198950,1116.98,1348,361538,600070,479186,213412,437576,397104,401476,63214,107066,16644,0,0
41822,na,2130706432,96,0,0,0,0,0,0,354,88016,1902676,886838,60384,0,1233814,0,0,0,0,0,2624952,2255510,562886,302572,0,0,0,0,276,70,0,0,0,0,0,117782,1228504,1456374,135608,0,2282,2084,4182,28386,284548,2616524,262,0,0,0,1130752,539176,279310,269260,235874,187874,182216,113806,0,0,3188350,16,6,134,20,1233814,37540,342114,219936,188960,225900,na,na,na,na,na,na,143040,41821.39,3188350,3188350,3175840,18309,58,72508,761240,2938268,1209600,73664,4,36,0,2261943.36,0,674634.24,50,776,0,0,0,400,927690,1524408,465258,16732,3628,152,48,56,3188350,na,3802,462,132002,396014,164486,1698382,531408,11520,192,0,174,198,2275192,4830,280,13696,0,16,2282310,2814,74,0,0,0,0,0,0,0,0,24590,32862,20064,0,0,72322,14862,7466460,747878,0,0,0,0,1821400,1044.06,1026,695214,351290,329168,179282,369168,311144,290752,201318,209772,1160,0,0
27650,na,2130706436,636,0,0,0,0,0,0,2894,259888,1480736,240142,10818,392,830402,0,0,0,0,0,1722810,1441192,400104,240308,0,0,422,0,2072,338,0,0,0,0,0,86552,990148,345772,572398,0,2628,1316,1098,966,11744,1974426,2690,2,0,0,582060,496768,169324,120836,91914,81690,135626,316594,58,0,2123230,48,12852,328,54,830402,25042,226818,171600,259920,na,na,na,na,na,na,na,136380,27649.17,2123230,2123230,2117762,15232,1264,88548,909580,1994870,1209600,59912,2,36,0,1768529.28,0,223590.72,0,546,0,0,0,23862,481956,1207250,268954,10256,2296,296,6,12,2123230,na,3750,360,58924,128794,117204,1291636,383386,10526,290,0,976,946,833996,145144,0,82736,0,22,1793270,1602,226,0,0,0,0,0,0,0,0,15306,28004,9166,0,0,44240,7420,11262800,1222878,15510,12422,0,0,961280,787.32,844,237584,441912,321746,178166,483892,247398,52146,18756,13202,68,0,0
10,0,16,14,0,0,0,0,0,0,4,2022,4524,0,0,0,2230,0,0,0,0,0,21482,18604,10642,890,0,0,0,0,14,12,0,0,0,0,0,0,0,2026,4524,0,60,32,134,930,108,5194,92,0,0,0,5220,296,48,54,154,150,464,58,32,74,32142,0,4,2,2,2230,158,7638,2908,na,na,na,na,na,na,na,na,10500,10.14,32142,32142,32396,25,0,3056,31940,6588,1209600,246,2,2,0,1578.24,0,3950.4,0,14,0,0,0,1536,4044,950,20,0,0,0,6,10,32142,0,1100,8,22,8,640,2032,2138,564,38,0,8,6,1982,168,0,0,0,0,1982,102,60,0,0,0,0,0,0,0,0,152,0,0,182,20,46,12,2560,254,28448,16,0,0,0,0.72,36,5148,1120,52,16,38,38,64,74,0,0,0,0
2,0,14,10,0,0,0,0,0,0,40,6028,6626,0,0,0,5180,0,62,0,0,0,16662,12870,7942,692,0,0,0,0,58,42,0,0,0,0,0,0,0,0,12694,0,1414,72,78,120,318,10680,12,0,0,0,9030,1932,542,268,664,186,72,0,0,0,24632,0,2,0,0,5180,312,4418,3448,na,na,na,na,na,na,na,na,7680,1.49,24632,24632,29550,42,88,2224,24340,12760,1209600,680,0,4,0,6569.28,0,5082.24,2,28,0,0,0,2480,8292,1726,184,12,0,0,0,4,24632,0,1238,24,216,2150,1426,1540,4970,1050,78,2,20,66,5854,780,0,0,0,0,6932,136,150,0,0,0,0,0,0,0,0,298,0,0,0,0,380,70,700,316,0,0,0,0,0,270.48,94,6602,3722,932,220,444,468,100,206,0,0,0,0
780,0,80,na,0,0,0,0,4856,6610,15992,40926,2366,0,0,0,31834,0,0,0,6128,10528,57682,50704,36194,3836,0,0,0,0,482,98,0,0,0,0,0,0,0,32488,38262,0,2294,238,344,334,672,57970,2368,6530,0,0,34638,14548,8164,5222,2954,1762,1548,744,374,796,100130,6,12,0,0,31834,1132,20908,14002,na,na,na,na,na,na,na,na,34580,779.03,100130,100130,96518,332,2734,9404,98760,70946,1209600,0,na,na,na,46666.56,0,22564.8,2,96,4372,5224,7102,17792,10662,11946,13368,280,4,0,na,0,100130,0,1668,102,2016,2116,1950,12142,45242,5402,112,0,na,na,na,na,na,na,na,na,na,252,112,0,0,0,0,0,0,0,0,1272,194,48,16100,4840,1240,202,120080,15266,2,186,0,0,0,759.26,292,24778,12002,4838,2076,6292,7438,5112,8214,0,0,0,0
14,na,10,10,0,0,0,0,0,0,126,4818,9982,3014,0,0,7192,0,0,0,0,0,14146,6642,12168,2910,0,0,0,0,56,32,0,0,0,0,0,0,6386,0,11554,0,114,10,32,46,4328,13378,32,0,0,0,17444,358,78,28,10,8,14,0,0,0,26362,0,2,0,2,7192,366,3386,8746,na,na,na,na,na,na,na,na,11820,13.58,26362,26362,25184,15,0,2252,26020,17940,1209600,704,2,6,0,4481.28,0,13355.52,0,0,0,0,0,1790,9114,6296,682,58,0,0,0,8,26362,na,216,34,32,34,558,6664,10132,270,0,0,16,92,5556,14,0,0,0,18,6160,224,38,0,0,0,0,0,0,0,0,340,0,0,0,0,64,22,6800,680,0,0,0,0,0,71.56,82,14374,3430,102,20,14,0,0,0,0,0,0,0
12,na,20,12,0,0,0,0,0,0,2416,1614,1606,0,0,0,1708,0,0,0,296,900,3996,2418,13350,830,0,0,0,0,10,42,0,0,0,0,0,0,0,1528,4108,0,882,8,12,12,66,4656,0,0,0,0,4292,650,82,186,18,10,242,156,0,0,17658,2,0,0,0,1708,108,11424,1906,na,na,na,na,na,na,na,na,13240,12.04,17658,17658,12844,18,0,1696,17520,5636,1209600,238,0,2,0,1757.76,0,3300.48,0,14,0,0,1504,2024,1348,606,154,0,0,0,0,10,17658,na,890,14,16,16,92,832,3240,514,22,0,20,140,1472,20,0,10,0,0,2038,44,34,0,0,0,0,0,0,0,0,132,0,0,1778,310,40,12,1120,112,3044,12,0,0,0,43.98,38,3956,1310,300,50,20,0,0,0,0,0,0,0
847238,na,na,na,0,0,0,0,45646,3594688,14784664,19105036,10338278,1072074,96598,3828,25967474,2050,304,na,1239422,1819280,41072740,36460274,12151894,4899126,2,0,0,0,1566,824,0,0,0,0,0,39736,2559780,33404528,13036768,0,150100,119302,229644,414692,2961062,45165810,198,4,0,0,9811392,21482278,8210482,3444542,1802800,1083706,800196,759826,401708,1243882,54466226,67528,61600,183756,832,25967474,791248,6918166,5213778,220820,216780,258920,256840,231180,234900,228200,269220,246540,847238.7,54466226,54466226,54281886,271158,495498,na,1187020,49040812,1209600,667510,na,na,na,39704293.44,0,9314774.4,na,na,1946,434596,5623052,15204688,16832952,9471814,1356616,105866,9134,148,na,47406,54466226,na,29686,5216,2592454,1793220,16209182,28348098,62956,0,0,0,692,4580,896564,26445620,902,52512,0,0,39751602,26410,490,na,na,na,na,na,na,na,na,427826,52118,11934,1129306816,7140606,1102706,149852,70410340,9687930,53106372,47448,192,130,na,na,na,9445828,3207004,2572994,1372494,2543192,3103280,21345042,5449886,1092,0,10,0
24,0,62,44,2,2,0,0,0,0,884,6878,2728,0,0,0,4202,0,290,0,568,2200,21802,19676,23916,448,0,0,0,0,18,34,0,0,0,0,0,0,0,0,10490,0,1304,68,88,172,268,940,7650,0,0,0,8562,542,146,330,148,104,474,162,20,2,46326,2,34,0,0,4202,226,22042,1862,na,na,na,na,na,na,na,na,23720,24.04,46326,46326,47252,32,0,4532,46120,10544,1209600,512,0,0,0,3442.56,0,6022.08,2,30,0,0,752,2718,5642,802,576,0,0,0,2,50,46326,0,1138,16,174,18,3830,998,3536,774,6,0,34,62,3650,280,0,2,0,0,3804,44,358,0,0,0,0,0,0,0,0,202,0,0,1006,294,148,36,1240,124,25156,26,0,0,0,269.6,70,7258,2642,212,48,82,48,76,124,0,0,0,0
12,na,6,4,0,0,0,0,0,0,70,3756,2496,0,0,0,1828,0,30,0,0,0,19214,17568,6522,212,0,0,0,0,8,6,0,0,0,0,0,0,0,0,6322,0,988,28,50,44,202,5010,0,0,0,0,4888,560,144,212,18,24,72,392,12,0,25756,2,0,38,0,1828,170,5370,1134,na,na,na,na,na,na,na,na,6340,12.14,25756,25756,26704,18,0,2496,25600,6322,1209600,284,0,2,0,1898.88,0,3435.84,na,na,0,0,0,1710,3492,1074,46,0,0,0,0,6,25756,na,958,6,44,16,376,2494,1728,660,40,0,6,12,1516,82,0,0,0,0,2028,32,60,0,0,0,0,0,0,0,0,160,0,0,0,0,126,30,1500,150,0,0,0,0,0,na,na,4498,1566,106,38,40,50,14,10,0,0,0,0
3264,0,2130706432,62,32,22,0,0,0,0,390,101936,85718,3538,0,0,84956,0,220,0,0,0,206368,187270,142440,12360,0,0,0,0,36,174,0,0,0,0,0,0,0,21308,170274,0,568,484,684,1846,1496,182616,3888,0,0,0,70554,66850,12822,13496,8014,4814,3720,4878,4934,1500,348898,186,276,52,0,84956,1734,129494,12822,na,na,na,na,na,na,na,na,141820,3264.85,348898,348898,348110,800,40,34556,348020,191944,1209600,5510,2,12,0,168265.92,0,22348.8,44,126,0,0,14,43256,99944,45944,1794,430,194,6,18,18,348898,0,1566,86,16654,12086,3978,129862,25368,1924,58,0,86,376,166890,113610,0,0,0,0,169450,192,80,0,0,0,0,0,0,0,0,1170,222,90,278714,36636,3224,578,792560,79596,341986,582,0,0,0,2.46,190,24536,20838,11866,15448,19604,13874,80378,5018,20,0,0,0
