class,Sensor_001,Sensor_002,Sensor_003,Sensor_004,Sensor_005,Sensor_006,Sensor_007,Sensor_008,Sensor_009,Sensor_010,Sensor_011,Sensor_012,Sensor_013,Sensor_014,Sensor_015,Sensor_016,Sensor_017,Sensor_018,Sensor_019,Sensor_020,Sensor_021,Sensor_022,Sensor_023,Sensor_024,Sensor_025,Sensor_026,Sensor_027,Sensor_028,Sensor_029,Sensor_030,Sensor_031,Sensor_032,Sensor_033,Sensor_034,Sensor_035,Sensor_036,Sensor_037,Sensor_038,Sensor_039,Sensor_040,Sensor_041,Sensor_042,Sensor_043,Sensor_044,Sensor_045,Sensor_046,Sensor_047,Sensor_048,Sensor_049,Sensor_050,Sensor_051,Sensor_052,Sensor_053,Sensor_054,Sensor_055,Sensor_056,Sensor_057,Sensor_058,Sensor_059,Sensor_060,Sensor_061,Sensor_062,Sensor_063,Sensor_064,Sensor_065,Sensor_066,Sensor_067,Sensor_068,Sensor_069,Sensor_070,Sensor_071,Sensor_072,Sensor_073,Sensor_074,Sensor_075,Sensor_076,Sensor_077,Sensor_078,Sensor_079,Sensor_080,Sensor_081,Sensor_082,Sensor_083,Sensor_084,Sensor_085,Sensor_086,Sensor_087,Sensor_088,Sensor_089,Sensor_090,Sensor_091,Sensor_092,Sensor_093,Sensor_094,Sensor_095,Sensor_096,Sensor_097,Sensor_098,Sensor_099,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,Sensor_128,Sensor_129,Sensor_130,Sensor_131,Sensor_132,Sensor_133,Sensor_134,Sensor_135,Sensor_136,Sensor_137,Sensor_138,Sensor_139,Sensor_140,Sensor_141,Sensor_142,Sensor_143,Sensor_144,Sensor_145,Sensor_146,Sensor_147,Sensor_148,Sensor_149,Sensor_150,Sensor_151,Sensor_152,Sensor_153,Sensor_154,Sensor_155,Sensor_156,Sensor_157,Sensor_158,Sensor_159,Sensor_160,Sensor_161,Sensor_162,Sensor_163,Sensor_164,Sensor_165,Sensor_166,Sensor_167,Sensor_168,Sensor_169,Sensor_170
neg,61736,na,0,na,0,0,0,0,0,0,922,360102,2838814,645902,8902,0,1976486,0,148,0,0,0,3526904,3232944,519374,228558,0,0,0,0,0,0,0,0,0,0,0,11162,1892738,628776,1321966,0,4540,6470,16642,31632,2144544,1650638,176,0,0,0,1714896,536952,312778,234122,201812,216616,487604,149862,0,0,4046866,1284,3790,3062,44,1976486,44084,267006,251292,154500,153520,162300,1310700,1310700,1310700,1310700,1310700,42340,61735.57,4046866,4046866,3981654,23798,591092,37056,410200,3854642,1209600,0,na,na,na,3305200.32,0,549624,na,na,0,0,0,81746,1925934,1639400,180700,23698,3164,0,na,0,4046866,na,2958,536,149060,282312,207486,2899876,306856,5554,4,0,na,na,na,na,na,na,na,na,na,2524,134,0,0,0,0,0,0,0,0,21482,54822,12960,0,0,104598,15880,4251320,941150,0,0,0,0,2064210,na,na,572646,520234,447170,228040,437748,428542,624942,380772,214340,208,0,0
neg,1027456,na,na,na,na,na,0,0,21002,1416998,16326622,28047274,18279476,3716206,317092,4232,26556496,0,84,na,947478,1633804,59020158,53409994,32080242,5777530,na,0,0,0,na,na,0,0,0,778,120060,3425800,20425552,41935604,2221108,0,86936,42296,54428,81706,18898678,48964486,304,60,8,0,11863612,26623350,14196496,4775984,3006260,2192034,2024048,2154694,768924,523500,92061500,na,na,na,na,26556496,1142600,24591318,7465586,444840,463300,459700,342560,422160,436200,444140,435320,416000,1027455.77,92061500,92061500,91596142,289602,na,na,1174720,68129058,1209600,na,na,na,na,59890361.28,0,8186352.96,236,17038,0,230386,3669394,11048660,21249756,21011536,9283344,1518098,114340,3388,na,na,92061500,na,83928,16796,3744932,5414296,5148054,32904708,20372350,443802,36,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,455706,na,na,na,na,na,na,na,na,na,na,na,na,na,46125.72,37296,8793786,12963840,11566150,4057130,6494356,5179290,4962382,13990534,121434,0,na,na
neg,6,na,4,4,0,0,0,0,0,0,280,2488,2690,0,0,0,1952,0,46,0,0,0,4428,2112,16032,540,0,0,0,0,4,0,0,0,0,0,0,0,0,442,5016,0,1090,58,70,46,770,3424,0,0,0,0,4516,116,216,44,16,16,50,274,186,24,20480,4,20,2,0,1952,134,14214,1802,na,na,na,na,na,na,na,na,15900,6.94,20480,20480,21334,23,0,1910,20320,5458,1209600,202,0,8,0,1163.52,0,3240,0,12,0,0,0,2360,2124,974,0,0,0,0,0,4,20480,na,1078,2,16,22,212,3574,554,0,0,0,0,0,1394,124,0,8,0,0,1394,34,58,0,0,0,0,0,0,0,0,138,0,0,146,92,0,2,120,10,6680,6,0,0,0,44.74,36,4444,840,40,8,12,18,40,56,0,0,0,0
neg,1564,0,16,16,0,0,0,0,0,0,64182,104076,20214,13656,6264,0,76530,0,0,0,0,0,203162,183214,56174,7782,0,0,0,0,52,4,0,0,0,0,0,0,0,47906,160486,0,1908,282,404,1174,780,201166,2678,0,0,0,140592,31824,16292,7460,4658,2874,1970,1112,504,1106,259464,0,8,60,6,76530,1710,37034,18520,na,na,na,na,na,na,na,na,54840,1564.39,259464,259464,253616,633,0,25138,257900,208726,1209600,3102,34,14,0,86142.72,79647.36,41528.64,6,108,0,0,17408,60002,55634,41518,29654,4150,26,0,2,6,259464,0,1604,134,1626,45338,29042,38234,90172,2134,108,0,18,6,86976,17690,0,12,0,0,90150,216,100,0,0,110,42282,0,0,590,78650,1520,414,82,0,0,2240,416,1000,100,0,0,0,0,564390,363.7,308,123262,17244,8120,3186,6808,15340,19158,15056,218,0,0,0
neg,33770,na,282,na,0,0,0,0,0,0,215934,1971742,1631206,106678,106,0,1427326,0,0,0,5676,8858,3546996,3125696,705682,336626,0,0,0,0,150,76,0,0,0,0,0,0,0,361564,3564102,0,3684,636,916,1704,7660,3911060,6,0,0,0,2198768,927556,368782,161116,89416,112082,67946,0,0,0,4259714,2254,156,1174,0,1427326,48142,235722,468558,225760,165360,191340,na,na,na,na,na,111540,33770.47,4259714,4259714,4251972,12480,129918,56058,617700,3925666,1209600,0,na,na,na,2273737.92,761664.96,884349.12,0,340,0,0,11258,612036,1502152,1442320,329924,23652,4196,128,na,46,4259714,na,9846,1180,8580,1398920,306266,541606,1446284,210502,2482,0,na,na,na,na,na,na,na,na,na,13976,136,0,0,83730,800666,0,0,0,0,25384,0,0,0,0,0,0,0,0,0,0,0,0,0,2732.82,2794,1696268,820194,328446,112500,189074,176036,123340,473898,5910,0,0,0
neg,3024,na,2130706434,460,0,0,0,0,0,0,16276,164862,96066,4498,0,0,106498,0,52,0,0,0,265182,219998,78268,31434,0,0,0,0,922,228,0,0,0,0,0,6356,188148,72064,15134,0,394,80,148,256,13756,267046,22,0,0,0,147282,86828,23940,11162,5610,2518,2598,1764,0,0,343608,14,34,618,4,106498,3834,31896,46160,na,na,na,na,na,na,na,na,76960,3024.86,343608,343608,345198,867,1316,33478,342080,281702,1209600,10132,2,26,0,194356.8,0,86924.16,0,100,0,0,3962,130406,108408,33804,4036,980,106,0,0,16,343608,na,854,112,740,39378,21604,59998,145404,13164,448,0,726,702,193932,59286,0,748,0,34,208992,522,166,0,0,0,0,0,0,0,0,2500,1666,398,0,0,6680,1408,1054040,111120,0,0,0,0,870280,265.58,282,91722,54080,26866,11026,23204,66680,4740,1738,1592,54,0,0
neg,63844,na,624,584,0,0,0,0,0,0,802,132578,2855192,1569104,58704,0,2039082,0,0,0,0,0,4122864,3651192,667804,416924,0,0,0,0,3986,1910,0,0,0,0,0,4732,310954,4294444,6250,0,3616,1316,2050,132686,3412870,1063744,98,0,0,0,2193370,947644,465102,314436,257428,419092,19308,0,0,0,4791162,0,150,808,48,2039082,69624,313594,352346,176120,131600,162780,na,na,na,na,na,191360,63843.85,4791162,4791162,4819586,24163,27712,112628,1156060,4616380,1209600,180416,2,104,0,3914534.4,0,697993.92,0,0,0,0,0,3094,1042666,2259958,1252142,46572,11004,944,9882,10064,4791162,na,6444,642,178912,536268,374744,2621412,885148,12682,128,0,774,8456,3411800,146664,0,1868,0,22,3957674,2752,456,0,0,0,0,0,0,0,0,28642,51130,9514,0,0,174750,39178,1272440,261868,0,0,0,0,6425780,1459.36,1376,748882,1196646,434188,204548,427666,420940,450910,302336,406066,24198,0,0
neg,14,na,28,16,2,2,0,0,0,0,58,2788,4448,0,0,0,na,na,na,na,na,na,na,na,na,na,0,na,na,na,18,26,0,0,0,0,0,0,0,1018,6276,0,1096,14,22,28,60,6072,2,0,0,0,6054,350,144,138,24,20,58,420,86,0,na,0,6,0,0,na,na,na,na,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,58000,13.03,na,na,71870,26,0,6940,70100,7294,1209600,332,0,4,0,2071.68,0,4124.16,na,na,0,0,0,3038,3740,516,0,0,0,0,0,4,na,na,1104,8,14,918,1022,3528,700,0,0,0,18,48,1830,108,0,0,0,0,2348,36,54,0,0,0,0,0,0,0,0,na,0,0,1638,216,122,32,320,32,11932,14,0,0,0,na,na,5394,1578,88,26,70,96,12,30,0,0,0,0
neg,492,0,0,54,0,0,0,0,0,0,3026,27268,15614,0,0,0,19560,0,0,0,0,0,59828,48982,18810,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,21170,24738,0,518,190,314,1514,3174,26548,13650,0,0,0,28062,6840,3634,2208,1648,1894,1270,352,0,0,78730,0,0,0,0,19560,702,10768,7912,na,na,na,na,na,na,na,na,18180,492.27,78730,78730,75656,147,0,7286,77980,46048,1209600,2,2,2,0,29681.28,0,15283.2,6,74,0,0,970,11730,17500,12006,2432,798,472,0,0,0,78730,0,1348,32,50,2784,3132,18036,18918,1608,0,0,50,2,30948,380,0,8,0,0,31388,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,192.28,122,17156,8194,1706,994,2570,3286,5218,6774,2,8,0,0
neg,40126,na,2130706432,172,0,0,0,0,0,0,234154,1656902,972328,79046,984,0,1199624,0,0,0,2620,4496,2653086,2293860,651224,286244,0,0,0,0,416,222,0,0,0,0,0,6170,590074,1085664,1261506,0,2242,256,484,4260,1097118,1812884,26168,2,0,0,820018,1026638,247154,168982,119232,105534,165430,285980,4446,0,3307844,68,44,508,2,1199624,32158,424418,225232,224560,251320,na,na,na,na,na,na,167940,40125.13,3307844,3307844,3300622,17226,23946,84008,880740,2943414,1209600,81100,2,140,0,2507825.28,1551.36,431010.24,0,0,0,0,27134,827476,1429426,595892,49222,11282,2820,162,4,8,3307844,na,5762,740,68726,179172,161330,1969424,531794,26178,288,0,312,944,2226174,78152,0,5950,0,22,2533618,3062,828,0,0,0,1552,0,0,0,0,20028,54160,22290,0,0,55680,8818,11779660,1306736,29878,11024,0,0,1432350,1684.62,1928,456294,532732,519824,314416,598338,394964,106460,17344,3042,0,0,0
neg,63882,na,0,na,0,0,0,0,0,0,262,265012,2439352,1250646,38026,586,2088802,0,122,0,0,0,3651566,3362628,454860,242262,0,0,0,0,0,0,0,0,0,0,0,46058,969884,2038934,939008,0,5394,2356,3300,7434,2201798,1760498,13104,0,0,0,1635184,448486,340088,287230,312558,553846,412462,4030,0,0,4106720,0,18,110,258,2088802,47568,209522,242644,106780,133020,160100,1310700,1310700,1310700,1310700,1310700,50000,63881.65,4106720,4106720,4082112,26457,560042,44352,473140,3993884,1209600,0,na,na,na,3272761.92,0,716528.64,na,na,0,0,0,39006,1244678,1966430,695770,41458,6330,212,na,0,4106720,na,4206,422,263476,320178,371726,2769950,259002,4916,8,0,na,na,na,na,na,na,na,na,na,2086,56,0,0,0,0,0,0,0,0,21924,58660,11358,0,0,102768,21510,4024900,722704,0,0,0,0,8146630,na,na,741776,589232,381762,182560,340924,284084,313650,312626,808490,38780,0,0
neg,59442,na,174,166,0,0,0,0,0,0,28684,1104946,2590536,454814,28482,598,1887628,0,0,0,0,0,3815234,3365720,895328,356176,0,0,0,0,396,132,0,0,0,0,0,22280,2191740,1520198,473842,0,3982,1112,3542,37768,2270540,1890192,924,0,0,0,1599804,1055254,399546,292232,245066,230924,262968,121820,446,0,4711588,42,312,160,14,1887628,44896,568036,323338,201600,236020,263460,na,na,na,na,na,184460,59441.35,4711588,4711588,4711822,23421,15152,102052,1072680,4208060,1209600,110852,0,130,0,3602035.2,31453.44,570027.84,0,0,0,0,0,255886,1798394,1869782,256020,22904,4900,174,32,38,4711588,na,7586,928,63022,448214,164490,2644024,855368,24256,172,0,284,392,2474796,48974,0,47252,0,12,3633780,3710,206,0,0,10,31480,0,0,0,0,24610,40482,7134,0,0,105524,14150,3799780,464632,0,0,0,0,3915470,1893.78,1944,642022,829990,589102,328258,728138,504280,269648,135650,173508,7464,0,0
neg,42194,na,6006,3800,0,0,0,0,0,0,35388,988928,2117960,406888,21392,304,1748588,0,248,0,748,1138,2917250,2346462,792008,488878,0,0,0,0,11940,954,0,0,0,0,0,184902,3059338,308884,17736,0,4434,960,1644,341386,2406690,813504,2238,4,0,0,1739750,622190,287590,199220,182430,458074,81606,0,0,0,3710912,0,236,82,60,1748588,74576,336450,452648,272220,242540,248900,na,na,na,na,na,20540,42193.97,3710912,3710912,3713842,19209,78444,117046,73440,3570860,1209600,146642,0,216,0,2863722.24,24136.32,619435.2,0,0,0,0,7328,150786,1010964,1564174,771526,56554,8466,1062,518,758,3710912,na,7626,862,157850,422542,284656,2161130,519260,16868,66,0,6846,2514,2441124,53278,156,37454,0,0,2912228,3664,620,0,0,140,24654,0,0,0,0,41968,52856,9198,0,0,134682,27234,1394900,330282,0,0,0,0,3019900,2255.6,1948,686562,1104652,470554,197426,343920,275818,172990,118976,195306,4656,0,0
neg,125968,na,448,400,0,0,0,0,0,0,1762,447596,4307674,2105134,66056,202,3565474,0,298,0,0,0,6205094,5533674,1011432,572832,0,0,0,0,924,396,0,0,0,0,0,314016,3016496,2977792,620120,0,5024,2986,5096,333246,5450514,1130906,648,4,0,0,1883188,2047384,700822,537072,441148,367424,368818,581948,620,0,7217164,530,512,524,0,3565474,95058,580210,428026,148260,183480,187620,162320,160080,na,na,na,160340,125968.83,7217164,7217164,7231938,46370,5574,109826,1159600,6928424,1209600,169420,0,182,0,6415521.6,0,509503.68,0,0,0,0,0,32934,1824668,3961340,1062048,39354,7882,198,344,356,7217164,na,7022,886,184730,304050,278112,3691760,2438526,23172,166,0,684,948,6271762,174246,0,13574,0,0,6456118,3078,316,0,0,0,0,0,0,0,0,46176,109894,21862,0,0,253752,38992,258640,68238,0,0,0,0,25277710,1712.38,1906,547700,932446,804188,355706,721792,776288,981390,810222,964358,34334,0,0
neg,30404,na,1272,1216,0,0,0,0,0,0,610,41696,1721970,976316,125592,9986,1121042,0,0,0,0,0,2597156,2270102,438340,272724,0,0,570,0,2810,628,0,0,0,0,0,36112,833982,1953604,52472,0,3620,3868,9228,617764,2113004,128676,10,0,0,0,1205492,570694,256262,204760,185016,164242,179408,110016,280,0,3036190,58,112,228,46,1121042,30994,189702,247204,158400,154260,na,na,na,na,na,na,119140,30404.51,3036190,3036190,3042724,17099,26546,58000,609280,2876170,1209600,92066,6,130,0,2098731.84,19076.16,755975.04,0,0,0,0,0,456,350526,1710130,761912,46658,6070,418,0,6,3036190,na,4970,554,41408,447654,166354,1679980,517484,17668,98,0,1904,1822,1828550,64446,0,760,0,28,2118784,2550,722,0,0,370,19318,0,0,0,0,17590,20670,3244,0,0,59164,11776,1191820,226212,0,0,0,0,404550,1377.14,1416,794712,742356,370778,167632,315010,185742,119906,69126,107274,3634,0,0
neg,34,na,na,na,na,na,0,0,0,0,56,2570,17314,1678,0,0,6832,0,400,na,0,0,8390,4304,13318,2574,na,0,0,0,na,na,0,0,0,0,0,0,20180,0,1438,0,2928,1038,1076,902,2696,12978,0,0,0,0,19594,1200,150,142,12,40,390,90,0,0,21752,na,na,na,na,6832,334,2482,10498,0,0,0,0,0,0,0,0,12400,34.68,21752,21752,na,46,na,na,21240,na,1209600,na,na,na,na,5665.92,0,14400.96,na,na,0,0,0,1606,14768,4992,240,12,0,0,na,na,21752,na,1572,46,86,660,1718,5972,9524,2022,18,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,300,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,16556,4100,774,80,96,12,0,0,0,0,na,na
neg,1964,na,2130706432,40,0,0,0,0,0,0,342,31970,180212,53732,152,0,99420,0,0,0,0,0,251892,216880,55378,19732,0,0,0,0,142,52,0,0,0,0,0,0,37952,15724,212732,0,540,234,182,268,8802,256172,210,0,0,0,169654,63984,19242,8656,3564,1218,90,0,0,0,307480,0,6,94,2,99420,3792,25570,29270,na,na,na,na,na,na,na,na,53420,1963.88,307480,307480,310226,480,298,29564,305480,266408,1209600,10132,2,40,0,149936.64,5032.32,108711.36,0,188,0,0,0,5500,100584,125702,28998,4640,970,14,2,6,307480,na,1098,176,374,44332,35452,83796,99390,1788,2,0,56,180,154082,32660,0,24,0,10,155502,562,246,0,0,0,5210,0,0,0,0,2374,154,88,0,0,7216,1604,393780,39574,0,0,0,0,0,349.56,414,119272,64176,16820,6666,13542,34286,4050,3050,4460,86,0,0
neg,2056,na,6,6,0,0,0,0,0,0,48058,57910,27620,0,0,0,57718,0,0,0,2892,4406,120558,101362,69794,10628,0,0,0,0,46,50,0,0,0,0,0,0,0,18026,115562,0,512,286,420,3708,11482,117180,0,0,0,0,42096,55288,28926,4618,1098,362,176,1020,4,0,193358,86,26,52,0,57718,1462,48830,18200,na,na,na,na,na,na,na,na,67460,2055.05,193358,193358,190838,603,0,18500,191720,133588,1209600,2170,6,8,0,95955.84,0,35491.2,6,56,0,0,28546,39442,61978,3550,72,0,0,0,74,78,193358,na,2182,46,2744,10708,18248,99652,8,0,0,0,2,92,97804,44134,0,198,0,0,97862,222,316,0,0,0,0,0,0,0,0,1400,64,16,23290,8540,1146,492,200,30,0,46,0,0,1055070,148.84,174,38510,8636,4662,2612,6410,9248,7210,56286,14,0,0,0
neg,1080,na,6,0,0,0,na,na,na,na,na,na,na,na,na,na,40780,0,272,0,1958,2824,88720,78476,37706,3962,0,0,0,0,22,24,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,128424,68,30,218,0,40780,1394,27054,10342,na,na,na,na,na,na,na,na,37100,1080.37,128424,128424,127842,300,30,12362,127620,85762,1209600,2762,0,12,0,64314.24,0,20376,0,66,na,na,na,na,na,na,na,na,na,na,4,8,128424,na,na,na,na,na,na,na,na,na,na,na,2,20,61210,16024,0,202,0,0,65788,136,152,0,0,0,0,0,0,0,0,904,130,28,83402,15886,2934,440,5240,596,76636,92,0,0,80400,878,138,na,na,na,na,na,na,na,na,na,na,0,0
neg,56558,na,232,202,0,0,0,0,0,0,32452,762500,2210702,550914,18600,0,1751822,1408,0,0,1270,2748,3102180,2697106,654760,340494,0,0,0,0,194,40,0,0,0,0,0,85508,1364966,1616162,508532,0,3112,1732,1594,48232,2265558,1253528,1412,0,0,0,1240146,895232,304402,208302,158982,135908,159394,458752,14050,0,3758692,948,5832,1096,4,1751822,49430,305260,346202,203460,198380,210960,na,na,na,na,na,35940,56558.82,3758692,3758692,3756078,23667,2402,8098,123460,3575168,1209600,110200,0,182,0,3164430.72,0,408563.52,0,0,0,0,2016,126998,1155244,1924466,340110,20914,5202,218,94,106,3758692,na,4676,558,47210,245630,153148,2561232,548496,14062,156,0,468,212,2847368,1218008,48,36404,0,0,3188472,1780,168,0,0,0,0,0,0,0,0,25764,31110,8018,0,0,81730,15212,269000,45542,0,0,0,0,1942700,1218.76,1284,429718,576312,436608,213506,439352,997906,226782,107008,146898,1078,0,0
neg,42462,na,178,150,0,0,0,0,0,0,54922,944216,1125010,339104,13316,1384,1251532,0,212,0,0,0,2171030,1866874,518402,253804,0,0,0,0,370,150,0,0,0,0,0,38730,747152,1581554,110516,0,3212,1354,1628,2164,38542,2430406,646,0,0,0,718822,613276,221368,166080,131468,121082,178588,324382,2886,0,2689926,84,90,1146,2,1251532,39134,293546,222054,231740,242760,na,na,na,na,na,na,38880,42461.42,2689926,2689926,2685652,18331,8638,23530,265260,2477952,1209600,72772,0,134,0,2214068.16,0,261372.48,12,448,0,0,2760,356024,992454,877330,233780,13078,2478,48,186,192,2689926,na,4424,406,59622,133996,71620,1350346,841376,16044,118,0,310,352,2198192,72754,0,744,0,0,2233086,1478,146,0,0,0,0,0,0,0,0,21716,29682,5334,0,0,71092,15750,18860,26506,0,0,0,0,5605910,978.68,998,278206,374828,291690,142538,305158,305328,213240,160512,343552,62900,0,0
neg,59508,na,152,120,0,0,0,0,0,0,6554,539076,2542110,635804,9086,0,1647690,0,0,0,0,0,3315296,2838518,905144,418048,0,0,0,0,556,136,0,0,0,0,0,17186,1054848,2331960,328636,0,2054,936,1562,10332,1735104,1968534,14108,0,0,0,1018228,1093994,415782,304278,231272,193076,207124,267778,1098,0,4220914,20,514,252,0,1647690,50752,642966,256406,263820,273400,260180,na,na,na,na,na,101780,59507,4220914,4220914,4221524,24079,806,54430,586280,3732630,1209600,102602,0,100,0,3325285.44,0,404391.36,0,0,0,0,322,237368,1647170,1732374,102296,10890,2158,52,472,480,4220914,na,4460,586,64838,217746,165872,2487508,771840,19556,224,0,264,458,3274926,67496,46,27442,0,0,3353098,1672,138,0,0,0,0,0,0,0,0,25498,51064,9084,0,0,113956,27370,70960,10796,0,0,0,0,38301710,1388.14,1278,422948,641362,521452,246408,534200,499918,368952,209262,279570,8558,0,0
neg,39620,na,426,386,0,0,0,0,0,0,29002,1071902,1313450,96744,1342,0,1130810,0,0,0,1444,2032,2297578,2048882,481070,207316,0,0,0,0,338,116,0,0,0,0,0,8506,1075252,330834,1097848,0,2418,592,1306,2608,892460,1611588,1468,0,0,0,622640,763854,344648,266706,208906,150358,125070,30258,0,0,2780474,52,586,186,62,1130810,26258,310726,168212,177340,192360,na,na,na,na,na,na,107360,39620.91,2780474,2780474,2787594,14808,3316,32666,356800,2512440,1209600,79400,2,50,0,2267589.12,0,236996.16,0,0,0,0,9110,331666,1511300,606766,44580,7234,1780,4,0,4,2780474,na,4202,370,44004,155930,74602,1646308,566362,20602,60,0,1122,304,2260870,43250,0,110548,0,6,2308086,1332,106,0,0,0,0,0,0,0,0,14008,32538,13754,0,0,69572,9854,8469160,863114,0,0,0,0,294220,826.94,864,255376,462618,316346,166276,401438,422810,288316,129552,69418,290,0,0
neg,14,na,6,na,0,0,0,0,0,0,16,1556,2250,0,0,0,2520,0,56,0,0,0,11364,10410,5274,162,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3822,0,944,12,18,12,692,2144,0,0,0,0,2448,384,138,230,66,130,426,0,0,0,16648,0,10,0,0,2520,74,4702,568,na,na,na,na,na,na,na,na,5200,14.24,16648,16648,18294,19,232,1638,16600,3822,1209600,0,na,na,na,1792.32,23.04,1103.04,na,na,0,0,0,904,994,1382,542,0,0,0,na,6,16648,na,936,6,16,18,290,1008,954,480,114,0,na,na,na,na,na,na,na,na,na,14,44,0,0,30,36,0,0,0,0,76,0,0,0,0,46,12,4960,560,0,18,0,0,0,na,na,2112,1168,196,98,196,50,2,0,0,0,0,0
neg,20,na,48,38,0,0,0,0,210,3528,4178,3420,1476,0,0,0,4128,0,0,0,2504,4756,5316,5322,14962,856,0,0,0,0,92,46,0,0,0,0,0,0,0,788,12024,0,72,20,26,40,1676,10978,0,0,0,0,10590,1014,334,170,60,50,32,536,26,0,22820,4,6,0,0,4128,220,9312,5546,na,na,na,na,na,na,na,na,14760,19.4,22820,22820,24382,40,0,2198,22580,12812,1209600,496,2,2,0,3195.84,13.44,8385.6,0,22,34,3976,2198,4334,1606,664,0,0,0,0,2,6,22820,na,1024,16,32,302,2192,9020,226,0,0,0,86,118,4432,14,0,4,0,0,4506,80,66,0,0,0,14,0,0,0,0,260,0,0,2740,542,120,34,3880,368,23358,8,0,0,0,53.02,58,10178,2122,158,72,52,14,26,190,0,0,0,0
neg,110740,na,1164,614,0,0,0,0,0,0,5494,2778124,4764214,1017166,77124,3202,4276874,0,310,0,0,0,8031112,7277374,1950522,597720,0,0,0,0,1340,420,0,0,0,0,0,1352780,6230402,401124,661018,0,116344,52078,42522,452016,6004686,1944690,3160,1816,3198,24814,3851702,2015264,582222,423778,332844,279506,302798,838602,18608,0,9983148,622,884,2048,96,4276874,101388,1269312,676984,209040,216880,162940,150880,213620,195000,280920,438180,67720,110739.91,9983144,9983148,9936100,46995,17390,10582,289400,8645324,1209600,256740,0,346,0,6631893.12,172.8,1892237.76,0,0,0,0,0,274376,3722604,3891274,695450,50202,10818,600,2380,2624,9983148,na,13168,1588,155686,1062416,561966,4026794,2761032,62180,494,0,1494,1008,5207558,129150,78,92678,0,0,6816518,6992,756,0,0,0,192,0,0,0,0,50004,108686,20540,0,0,229832,31974,3309420,422708,8048064,66002,0,0,70128040,3373.96,3424,1951956,1637390,1109206,592690,1546488,1031144,646346,107848,22250,6,0,0
neg,4534,na,396,376,0,0,0,0,0,0,484,92342,266990,62398,10210,0,173486,0,0,0,0,0,364460,287400,137424,56486,0,0,0,0,872,162,0,0,0,0,0,5790,263410,39332,123892,0,692,352,372,8694,193012,229266,36,0,0,0,233960,105118,32632,18590,11830,8848,8890,12538,18,0,502082,14,218,40,0,173486,6618,62522,74332,na,na,na,na,na,na,na,na,135640,4534.85,502082,502082,498566,1653,12384,48682,499780,432424,1209600,15296,2,42,0,295791.36,0,136084.8,0,0,0,0,0,16698,187998,172932,48444,5738,614,0,0,4,502082,na,1198,156,6696,77382,32908,168692,135642,9514,236,0,624,524,221900,27724,0,3832,0,12,307160,666,84,0,0,0,0,0,0,0,0,4030,2024,434,0,0,9022,2936,206520,51716,45158,416,0,0,301550,376.28,422,144644,89380,42486,23908,50582,30504,15740,12348,17618,5214,0,0
neg,4454,na,na,na,na,na,0,0,0,0,720,96862,263466,8018,0,0,129346,0,0,na,0,0,328238,293610,137592,27758,na,0,0,0,na,na,0,0,0,0,0,0,240844,13734,114484,0,2554,934,960,2086,36120,307370,19038,0,0,0,211494,71990,28432,15626,12554,18020,9604,1340,0,0,466008,na,na,na,na,129346,4714,87058,50298,0,0,0,0,0,0,0,0,134980,4454.95,466008,466008,na,1441,na,na,464100,na,1209600,na,na,na,na,276564.48,0,89745.6,na,na,0,0,0,43288,232008,86354,5538,1424,438,12,na,na,466008,na,2302,146,19612,34656,24208,189060,92564,6492,20,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2242,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,94982,67878,33748,18922,61852,69528,21382,596,156,18,na,na
neg,3038,na,42,na,16,46,0,0,3294,92082,114430,13422,1526,0,0,0,68434,0,0,0,31380,48538,153434,148192,130056,19358,4,0,0,0,114,110,0,0,0,0,0,0,100014,120246,4494,0,1536,416,488,690,29022,192602,0,0,0,0,64334,84062,26492,17552,10916,5970,4182,4486,5774,986,315074,6,138,108,2,68434,2820,93360,35992,na,na,na,na,na,na,na,na,128580,3037.58,315074,315074,339180,1070,0,30600,313480,224754,1209600,7258,na,na,na,175898.88,0,47613.12,2,86,0,33258,137096,45552,5412,2350,884,202,0,0,na,56,315074,na,1540,86,700,18702,8460,45410,140120,9260,476,0,na,na,na,na,na,na,na,na,na,798,186,0,0,0,0,0,0,0,0,2570,368,130,275540,37224,5570,1104,2900,282,259798,1608,0,0,0,265.2,250,51370,36766,19478,10358,32730,9528,22606,41158,760,0,0,0
